user,degree,closeness,betweenness,listed,followers,tweets,non_tweets_sent,non_tweets_received,score
el_diabloh,0.0,0.0,0.0,0.0,6.769223459141317e-07,0.0,0.10526315789473684,0.9999999999999999,0.13110285
Muhd06893680,0.0,0.0,0.0,0.0,1.9652584236216726e-07,0.0,0.10526315789473684,0.9999999999999999,0.1311028
ASRomaEN,0.0,0.00036179450072358903,0.0,0.011711601805538612,0.006564050479715214,0.0,0.02631578947368421,0.9999999999999999,0.13102944
McCannSportsLaw,0.0010857763300760044,0.001085383502170767,0.0,0.01011887818036409,0.0007625966950816831,0.0,0.02631578947368421,0.9999999999999999,0.12988557
DieRotenBullen,0.0003619254433586681,0.0007235890014471781,0.0,0.008519377007848399,0.0023304361930376397,0.0,0.02631578947368421,0.9999999999999999,0.12916002
_idorenyin_,0.0,0.0,0.0,0.0,8.352348300392108e-06,0.0,0.07894736842105263,0.9999999999999999,0.12900725
dermotmcorrigan,0.0014477017734346727,0.0007235890014471781,0.0,0.006750437151803505,0.0004189385054043733,0.0,0.02631578947368421,0.9999999999999999,0.1282963
Creatoncrafts,0.0,0.0,0.0,0.006594553562956637,8.582720260049982e-05,0.0,0.02631578947368421,0.9999999999999999,0.1279755
Jeff_Mans,0.0003619254433586681,0.0,0.0,0.006316674121968742,0.000541505122424245,0.0,0.02631578947368421,0.9999999999999999,0.12793906
Strawb_belief,0.020267824828085413,0.020622286541244574,0.0,6.777547341168178e-06,1.7512636174939792e-05,0.0,0.02631578947368421,0.9999999999999999,0.12782933
SBRSportsPicks,0.0021715526601520083,0.002254258042970055,0.022727272727272728,0.004730728044135388,0.000403194601810693,0.0,0.02631578947368421,0.9999999999999999,0.12743649
BoldTV,0.0,0.00036179450072358903,0.0,0.005042495221829125,0.000655249912742526,0.0,0.02631578947368421,0.9999999999999999,0.12728663
ErlingHaaland,0.0007238508867173363,0.001085383502170767,0.0,0.0030634513982080165,0.007579106455515808,0.0,0.02631578947368421,0.9999999999999999,0.12709637
SacRepublicFC,0.0018096272167933407,0.001085383502170767,0.0,0.0036734306589131524,0.0007913877309877407,0.0,0.02631578947368421,0.9999999999999999,0.12691347
DeChalaca,0.0018096272167933407,0.0,0.0,0.003354885933878248,0.002416034115488717,0.0,0.02631578947368421,0.9999999999999999,0.12691334
