user,degree,closeness,betweenness,listed,followers,tweets,non_tweets_sent,non_tweets_received,score
Cristiano,-0.004209479602881377,0.02185215920021901,-0.045198639118274236,21.98631945071982,36.5388623114704,-0.2371114996415023,-0.2809780928870053,-0.8084465703039827,36.47654832522224
YouTube,0.2324775784861027,0.25851757453460755,-0.045198639118274236,20.852810158398913,29.13486622123212,-0.2371114996415023,-0.2809780928870053,1.2561155227518517,29.112059701561748
CNN,-0.027878185411779787,-0.0018143823332198432,-0.045198639118274236,38.80399288406683,21.212123033586053,0.08978966199612587,-0.47063059971420035,-0.8121880746408,21.376084447870024
KingJames,-0.027878185411779787,-0.0018143823332198432,-0.045198639118274236,11.662742606827342,19.672134269183633,-0.2371114996415023,-0.2809780928870053,-0.8076982694366192,19.63698417451195
realmadrid,0.13780275525050908,0.16621806255419605,-0.045198639118274236,10.564013237004426,14.486100609798774,0.08978966199612587,-0.47063059971420035,-0.8121880746408,14.475268348328335
FCBarcelona,-0.027878185411779787,-0.0018143823332198432,-0.045198639118274236,7.989772003630353,14.283760195742238,-0.2371114996415023,-0.2809780928870053,1.2561155227518517,14.255836772804765
ChampionsLeague,0.8005265178996646,0.8271373750617043,-0.045198639118274236,5.789151452848341,13.25132578031985,-0.2371114996415023,-0.2809780928870053,-0.8114397737734366,13.211556872423294
premierleague,0.019459226206017033,0.045518700733657866,-0.045198639118274236,7.14267010339518,10.134871794652657,-0.2371114996415023,0.09832692076738482,-0.8114397737734366,10.125215534873275
ManUtd,-0.004209479602881377,0.02185215920021901,-0.045198639118274236,5.750419266430124,9.867542853014733,0.08978966199612587,-0.47063059971420035,-0.8121880746408,9.848861355820262
Reuters,-0.027878185411779787,-0.0018143823332198432,-0.045198639118274236,33.199682645185916,9.22004977087083,5.320208248198178,-0.47063059971420035,-0.8121880746408,9.41668307322969
ImRo45,-0.027878185411779787,-0.0018143823332198432,-0.045198639118274236,0.9452567922189724,7.357634068972297,0.08978966199612587,-0.47063059971420035,-0.8121880746408,7.317840530857201
SergioRamos,0.019459226206017033,0.045518700733657866,-0.045198639118274236,6.150388375157027,7.251676876565857,-0.2371114996415023,-0.2809780928870053,-0.8091948711713461,7.2526076829748565
LFC,0.06679663782381387,0.09285178380053556,-0.045198639118274236,6.489492619512444,6.636736014450265,-0.2371114996415023,0.09832692076738482,-0.7208953688224558,6.644224768367705
ChelseaFC,0.6585142830462741,0.6845153221365069,-0.045198639118274236,6.140112488964438,6.468002224248504,-0.2371114996415023,-0.09132558605981024,-0.8076982694366192,6.473808318789898
FortniteGame,-0.027878185411779787,-0.0018143823332198432,-0.045198639118274236,1.4835551381537964,4.997602113901597,-0.2371114996415023,-0.2809780928870053,-0.780759438211534,4.976888524028714
Benzema,65.36875596457453,65.38883987455833,-0.045198639118274236,1.3104459784478837,4.778792135906718,-0.2371114996415023,6.736164659719212,-0.8114397737734366,4.758120983718087
realmadriden,0.540170754001782,0.5730535458822464,-0.045198639118274236,2.4526502513932886,4.717592747170993,-0.2371114996415023,-0.09132558605981024,-0.8106914729060731,4.706085636959416
ManCity,0.6821829888551726,0.7081818636699457,-0.045198639118274236,3.9023406573323003,3.6569904011715635,0.08978966199612587,-0.47063059971420035,-0.8121880746408,3.663340224973063
